Genre,Channel,Title,Views,Likes,Comments,Duration_Sec,Publish_Date
Science,Veritasium,What we learned from the 3-body problem,3832961,107377,5818,2153.0,2026-01-29T22:20:55Z
Science,Veritasium,How They Prevented The Citicorp Disaster,3420324,104227,1706,89.0,2026-01-22T14:01:23Z
Science,Veritasium,Filming Light at 1 Trillion FPS,6676671,156592,5614,1809.0,2026-01-19T18:53:55Z
Science,Veritasium,What happens if you cut the green rope?,27781273,394971,4315,67.0,2026-01-15T14:01:26Z
Science,Veritasium,You're Only 6 Steps Away From Anyone On Earth,3313692,102055,1210,74.0,2026-01-09T14:01:13Z
Science,Veritasium,The World's Most Important Machine,18755803,546870,24445,3300.0,2025-12-31T15:37:33Z
Science,Veritasium,The Future of Veritasium,4566133,406445,30588,1055.0,2025-12-24T14:29:28Z
Science,Veritasium,There Is Something Faster Than Light,10694035,244850,23322,2656.0,2025-12-19T06:03:02Z
Science,Veritasium,What is this strange pattern down the east coast of America?,1266145,44946,838,124.0,2025-12-11T14:01:33Z
Science,Veritasium,The Man Who Accidentally Discovered Antimatter,7141692,215459,11263,2123.0,2025-12-05T09:47:19Z
Science,Veritasium,I Turned My Phone Into A Microscope,1205339,42735,848,102.0,2025-11-27T15:04:19Z
Science,Veritasium,You've (Likely) Been Playing The Game of Life Wrong,8015299,206463,9575,2713.0,2025-11-26T21:45:00Z
Science,Veritasium,How Strong Is Super Glue?,2680369,51881,454,44.0,2025-11-21T14:47:27Z
Science,Veritasium,Why don't jet engines melt?,9796449,231419,10657,2374.0,2025-11-17T07:58:31Z
Science,Veritasium,Why People Are So Confident When They're Wrong,5404819,172754,11359,1442.0,2025-11-12T23:24:30Z
Science,Veritasium,Seeing Inside A Thermite Reaction,6199193,280318,3857,153.0,2025-11-10T14:07:17Z
Science,Veritasium,The Most Controversial Idea in Biology,7034268,227885,18911,1730.0,2025-10-31T22:42:09Z
Science,Veritasium,Why didn't this skateboard stunt start from the top?,2317000,40766,812,79.0,2025-10-29T16:03:24Z
Science,Veritasium,How To Solve a Quadratic Equation,4279081,141881,1769,154.0,2025-10-26T13:32:19Z
Science,Veritasium,How To See Atoms,8868325,228129,2110,64.0,2025-10-17T13:00:04Z
Science,Veritasium,Renting A Helicopter To Settle A Physics Debate,10055021,287925,6909,94.0,2025-10-09T14:01:34Z
Science,Veritasium,Something Strange Happens When You Trace How Connected We Are,9686547,265857,13205,1997.0,2025-09-30T22:00:54Z
Science,Veritasium,Alfred Nobel: The Man Who Fooled The World,9414522,205050,10894,2769.0,2025-09-21T14:13:30Z
Science,Veritasium,How to solve any maze,8496734,373926,2363,176.0,2025-09-18T13:00:02Z
Science,Veritasium,What Happens When You Spin a Football?,1958878,26521,681,118.0,2025-09-14T13:00:10Z
Science,Veritasium,The Most Dangerous Escalator in the World,12226087,297756,14351,1338.0,2025-09-11T14:22:52Z
Science,Veritasium,Exposing Why Farmers Can't Legally Replant Their Own Seeds,18710120,488045,39500,2819.0,2025-08-31T19:24:31Z
Science,Veritasium,How aerogel can make the ocean drinkable,4723140,305126,3701,163.0,2025-08-28T13:01:05Z
Science,Veritasium,This is the natural disaster to worry about,8154608,187877,11627,2467.0,2025-08-22T17:11:23Z
Science,Veritasium,Can you swim in shade balls?,45758635,1802355,19764,148.0,2025-08-19T08:35:20Z
Science,Veritasium,Testing the US Military’s worst idea,20460250,575977,12288,60.0,2025-08-14T13:00:01Z
Science,Veritasium,The Perfect Battery Material Is Dangerous,11412399,214576,8920,2082.0,2025-08-07T15:02:44Z
Science,Veritasium,The blue LED was almost impossible to make,8095324,317576,2273,103.0,2025-08-02T13:09:26Z
Science,Veritasium,The Strange Math That Predicts (Almost) Anything,10712081,257614,9124,1952.0,2025-07-25T22:07:23Z
Science,Veritasium,Why do all animals jump to about the same height?,12271616,525708,6320,99.0,2025-07-24T13:31:58Z
Science,Veritasium,Why did light bulb lifetimes get shorter?,6542772,210959,7322,96.0,2025-07-17T18:56:42Z
Science,Veritasium,This mechanism shrinks when pulled,11120246,251460,10735,1387.0,2025-06-30T18:02:42Z
Science,Veritasium,There are 96 million black balls on this lake,8385926,225736,4765,67.0,2025-06-24T16:40:05Z
Science,Veritasium,The Obviously True Theorem No One Can Prove,8108335,168989,10672,2554.0,2025-06-20T13:01:46Z
Science,Veritasium,The Biggest Misconception in Football (ft. Tom Brady),8334755,180584,9542,1637.0,2025-06-01T05:31:02Z
Science,Veritasium,Why do planes fly so high?,10635051,293306,2681,64.0,2025-05-21T14:31:31Z
Science,Veritasium,How One Company Secretly Poisoned The Planet,31277510,731936,45196,3248.0,2025-05-14T14:07:28Z
Science,Veritasium,How a Student's Question Saved This NYC Skyscraper,23190584,406346,20957,2019.0,2025-04-26T20:07:58Z
Science,Veritasium,Why we put spiders on soccer balls,31466296,0,21485,62.0,2025-04-22T16:41:43Z
Science,Veritasium,The Biggest Misconception in Physics,12231718,280287,15510,1660.0,2025-04-14T16:31:04Z
Science,Veritasium,Can you solve this SAT question?,10394356,170769,5143,93.0,2025-04-08T16:59:15Z
Science,Veritasium,The Man Who Almost Broke Math (And Himself...) - Axiom of Choice,13020011,275492,19031,1981.0,2025-04-02T10:31:01Z
Science,Veritasium,Can you solve the prisoner's riddle?,7735288,212857,2942,102.0,2025-03-24T15:46:32Z
Science,Veritasium,"How this helicopter survived 1004 days on Mars, then disappeared...",10117213,179803,8986,1748.0,2025-03-20T22:41:55Z
Science,Veritasium,Something Strange Happens When You Trust Quantum Mechanics,17127010,379794,22075,1981.0,2025-03-05T02:22:56Z
Science,Veritasium,The Blender Question Everyone Gets Wrong,9302672,220164,22086,1213.0,2025-02-18T16:03:35Z
Science,Veritasium,This Is The Perfect Bowling Strategy,2635727,105950,875,126.0,2025-02-14T16:49:48Z
Science,Veritasium,AlphaFold - The Most Useful Thing AI Has Ever Done,10322655,316922,12730,1492.0,2025-02-10T14:03:41Z
Science,Veritasium,Can you keep zooming in forever?,24452918,399341,13033,1289.0,2025-02-05T15:02:34Z
Science,Veritasium,Why Super Glue Is Perfect For Gluing Skin,14745704,266163,8599,1580.0,2025-01-28T19:17:22Z
Science,Veritasium,Why Is MIT Making Robot Insects?,8512393,138626,5591,1276.0,2025-01-21T16:58:06Z
Science,Veritasium,Why Don’t Railroads Need Expansion Joints?,9402871,191286,5955,1640.0,2025-01-01T07:00:06Z
Science,Veritasium,The Man Who Took LSD and Changed The World,9446607,244383,10727,2020.0,2024-12-26T14:11:09Z
Science,Veritasium,"This Is the Oldest, Weirdest Instrument On Earth",1963397,68578,2624,675.0,2024-12-19T18:40:28Z
Science,Veritasium,Explaining Pi With Pizza,19473153,1002149,14281,57.0,2024-12-11T15:00:36Z
Science,Veritasium,34 Years Of Strandbeest Evolution,9091372,178301,7588,1299.0,2024-12-07T00:58:14Z
Science,Veritasium,What They (Probably) Don't Teach You About Rainbows At School,9234532,245236,11936,1631.0,2024-12-01T11:19:12Z
Science,Veritasium,How Dishwashers Actually Work,1259221,42602,2412,112.0,2024-11-24T20:22:23Z
Science,Veritasium,What Actually Happened To Amelia Earhart?,13732784,244838,13443,2196.0,2024-11-20T18:27:03Z
Science,Veritasium,The BEST way to tie your shoelaces,5439935,195061,4930,60.0,2024-11-16T15:01:57Z
Science,Veritasium,The Most Important Material Ever Made,8601046,213676,10443,1343.0,2024-11-13T20:21:24Z
Science,Veritasium,"On These Math Problems, Smarter People Do Worse",5855014,220200,17036,875.0,2024-11-04T16:48:03Z
Science,Veritasium,The Closest We’ve Come to a Theory of Everything,16123646,364632,13820,1964.0,2024-10-29T12:09:04Z
Science,Veritasium,The real science of black holes,31931948,0,16520,58.0,2024-10-16T15:05:39Z
Science,Veritasium,We Might Find Alien Life In 1905 Days,13756865,296078,11095,1075.0,2024-10-11T18:25:50Z
Science,Veritasium,"People said this experiment was impossible, so I tried it - Thermite Part 1",9277426,230446,9422,2089.0,2024-10-05T17:27:38Z
Science,Veritasium,I built a QR code with my bare hands to see how it works,9191553,270518,11811,2113.0,2024-09-30T18:51:21Z
Science,Veritasium,Exposing The Flaw In Our Phone System,10427236,361452,14353,1915.0,2024-09-21T23:10:47Z
Science,Veritasium,What Everyone Gets Wrong About Planes,14679129,297381,10276,1129.0,2024-08-31T23:50:38Z
Science,Veritasium,Why Democracy Is Mathematically Impossible,8634080,299012,22593,1414.0,2024-08-27T21:04:56Z
Science,Veritasium,What Do You Hear?,7292637,367474,11721,60.0,2024-08-16T20:38:04Z
Science,Veritasium,These Illusions Fool Almost Everyone,5168574,156587,20414,1495.0,2024-08-14T17:05:19Z
Science,Veritasium,The Real Reason Robots Shouldn’t Look Like Humans | Supercut,5587893,95022,4349,5240.0,2024-07-31T18:55:46Z
Science,Veritasium,Why People Prefer More Pain,4705822,175303,8125,1023.0,2024-06-25T20:23:20Z
Science,Veritasium,What Jumping Spiders Teach Us About Color,4708571,142700,9120,1957.0,2024-05-30T19:24:55Z
Science,Veritasium,This phone trick is IMPOSSIBLE,7124622,195863,5726,25.0,2024-05-17T15:39:46Z
Science,Veritasium,The Terrifying Real Science Of Avalanches,4019392,113846,3315,1504.0,2024-05-03T16:12:18Z
Science,Veritasium,Something Strange Happens When You Follow Einstein's Math,32172568,558561,27159,2223.0,2024-04-30T06:16:58Z
Science,Veritasium,The most dangerous problem in math,16964310,694836,10843,60.0,2024-04-24T15:44:56Z
Science,Veritasium,How bikes *actually* work,15088981,661575,4431,60.0,2024-04-17T16:20:50Z
Science,Veritasium,"I call this the 'No, You Don't' Law",43558579,1811568,7839,58.0,2024-04-10T17:11:15Z
Science,Veritasium,Congress is about to make a huge mistake for astronomy #SaveChandra,21479217,1191865,37855,60.0,2024-04-04T20:28:58Z
Science,Veritasium,Why is this number everywhere?,11501910,297901,35388,1431.0,2024-03-28T18:48:10Z
Science,Veritasium,How Japanese Masters Turn Sand Into Swords,20606817,402226,11476,1527.0,2024-03-21T20:56:45Z
Science,Veritasium,I buried myself in concrete to explain how it works,6731405,210010,2197,59.0,2024-03-13T17:47:21Z
Science,Veritasium,The Oldest Unsolved Problem in Math,19748177,365415,21011,1893.0,2024-03-08T00:36:07Z
Science,Veritasium,The Trillion Dollar Equation,15983143,340707,10175,1882.0,2024-02-27T15:46:59Z
Science,Veritasium,World's strongest magnet!,17785975,697551,3884,55.0,2024-02-21T17:22:53Z
Science,Veritasium,Why It Was Almost Impossible to Make the Blue LED,46974555,1002950,33336,2025.0,2024-02-08T16:12:09Z
Science,Veritasium,I waterproofed myself with aerogel!,62470301,2599607,20505,59.0,2024-02-01T14:58:13Z
Science,Veritasium,The Rainiest Place On Earth,7942170,137268,3765,902.0,2024-01-26T17:50:45Z
Science,Veritasium,Do people understand the scale of the universe?,7144042,252239,43305,911.0,2024-01-15T21:02:07Z
Science,Veritasium,This game theory problem will change the way you see the world,22678903,775518,23934,1639.0,2023-12-23T17:00:08Z
Science,Veritasium,How To Earthquake-Proof A House,2334717,78787,2079,1143.0,2023-12-19T15:16:53Z
Science,Veritasium,The SAT Question Everyone Got Wrong,17367325,407564,23639,1105.0,2023-11-30T14:13:48Z
Science,Veritasium,The Surprising Genius of Sewing Machines,14394056,306215,7629,1123.0,2023-11-22T21:47:40Z
Science,Veritasium,What is the secret of a good life? Lessons from the longest study on happiness,6571643,219909,12368,1406.0,2023-11-15T22:36:01Z
Science,Veritasium,How Do Night Vision Goggles Work?,7786898,205353,6095,1636.0,2023-11-04T13:00:31Z
Science,Veritasium,The Problem With Science Communication,3451418,120889,4533,994.0,2023-10-31T23:00:20Z
Science,Veritasium,How One Line in the Oldest Math Text Hinted at Hidden Universes,16996190,324975,12996,1872.0,2023-10-21T16:31:35Z
Science,Veritasium,The Man Who Killed Millions and Saved Billions (Clean Version),10028846,181004,5163,1244.0,2023-10-07T17:45:44Z
Science,Veritasium,Pushing The Limits Of Extreme Breath-Holding,3869658,123513,4713,1119.0,2023-09-30T16:39:15Z
Science,Veritasium,How Humanity Almost Destroyed Itself,4451843,135918,4830,1006.0,2023-09-11T17:41:27Z
Science,Veritasium,The Insane Math Of Knot Theory,10154426,225847,9986,2121.0,2023-09-03T13:54:14Z
Science,Veritasium,Why Airships Might Make A Comeback,5063831,144082,12398,1287.0,2023-08-31T14:59:55Z
Science,Veritasium,The Problem With IQ Tests,11912804,309018,28730,2069.0,2023-08-03T16:49:08Z
Science,Veritasium,The Man Who Gave us the Power To Destroy Ourselves (Oppenheimer),18059012,451215,16349,1972.0,2023-07-18T23:28:16Z
Science,Veritasium,The Hidden Science of Fireworks,6850926,183242,5812,1871.0,2023-07-07T17:43:14Z
Science,Veritasium,The Most Misunderstood Concept in Physics,27714989,688568,26156,1635.0,2023-07-01T16:08:04Z
Science,Veritasium,I Vacuum Venom from the World's Deadliest Spider,2829160,96309,3289,541.0,2023-06-21T14:01:56Z
Science,Veritasium,What if you just keep squaring?,9767505,224486,12471,1986.0,2023-06-06T13:43:15Z
Science,Veritasium,The Fastest Maze-Solving Competition On Earth,23528928,398196,8155,1522.0,2023-05-24T17:39:57Z
Science,Veritasium,Why The First Computers Were Made Out Of Light Bulbs,7931492,239237,7706,1136.0,2023-05-13T14:06:52Z
Science,Veritasium,How NASA Reinvented The Wheel,17113326,255489,8094,1534.0,2023-04-29T15:48:36Z
Science,Veritasium,Can you float in concrete?,13688879,296507,11572,1443.0,2023-04-14T17:24:46Z
Science,Veritasium,The illusion only some can see,2748246,163677,1713,60.0,2023-04-02T01:41:19Z
Science,Veritasium,What makes quantum computers SO powerful?,12082694,350013,11302,1469.0,2023-03-20T18:42:22Z
Science,Veritasium,World's Strongest Magnet!,16003542,227183,7804,1385.0,2023-03-14T16:59:41Z
Science,Veritasium,The Damaged Chernobyl Reactor,8410574,419878,10105,60.0,2023-03-07T19:07:32Z
Science,Veritasium,Microwaving grapes makes plasma,1446543,63317,759,60.0,2023-02-25T17:39:47Z
Science,Veritasium,World's Roundest Object,23327878,807655,8631,34.0,2023-02-19T20:44:41Z
Science,Veritasium,The Most Controversial Problem in Philosophy,5709157,327775,32589,619.0,2023-02-11T17:58:50Z
Science,Veritasium,Raindrops aren't shaped like raindrops,14311204,734496,4140,50.0,2023-02-03T19:24:54Z
Science,Veritasium,The stickiest *non-sticky* material,9186080,326253,2823,23.0,2023-01-28T16:22:59Z
Science,Veritasium,The Stickiest *Non-Sticky* Substance,7721159,188703,6405,799.0,2023-01-23T16:47:09Z
Science,Veritasium,The ring on a chain trick,4114415,113902,1829,48.0,2023-01-18T21:12:01Z
Science,Veritasium,Falling ladders - why does this happen?,48404375,1418274,47470,28.0,2023-01-12T17:24:24Z
Science,Veritasium,Indestructible coating?!,11792336,483098,7153,51.0,2022-12-31T16:32:25Z
Science,Veritasium,The Science Behind Dogs' Incredible Sense Of Smell,6897035,149075,5658,1308.0,2022-12-24T21:10:10Z
Science,Veritasium,Testing the US Military’s Worst Idea,15567996,345628,30309,1479.0,2022-12-21T17:56:57Z
Science,Veritasium,How To Measure The Tiniest Forces In The Universe,7555778,191831,5158,934.0,2022-12-12T15:53:57Z
Science,Veritasium,Inside The Navy's Indoor Ocean,41266562,436625,8399,1225.0,2022-12-01T14:00:31Z
Science,Veritasium,What’s in a candle flame?,1690202,108366,824,46.0,2022-11-23T20:12:06Z
Science,Veritasium,The world depends on a collection of strange items. They're not cheap,12307597,250422,10718,1112.0,2022-11-19T14:00:24Z
Science,Veritasium,What if a star explodes near Earth?,12452376,243410,9178,1166.0,2022-11-15T14:00:19Z
Science,Veritasium,The Most Important Algorithm Of All Time,10274064,298543,7774,1593.0,2022-11-03T12:52:34Z
Science,Veritasium,Why do we launch rockets from Florida?,3844564,195952,3346,60.0,2022-10-06T01:05:05Z
Science,Veritasium,How Dangerous is a Penny Dropped From a Skyscraper?,19626765,353566,13658,1361.0,2022-10-01T15:00:11Z
Science,Veritasium,World's Highest Jumping Robot,14186450,179563,5723,796.0,2022-08-31T13:00:16Z
Science,Veritasium,The Expert Myth,15268819,623119,14349,1079.0,2022-08-02T16:51:13Z
Science,Veritasium,The Man Who Killed Millions and Saved Billions,15476992,564982,20245,1355.0,2022-07-22T17:03:09Z
Science,Veritasium,The Riddle That Seems Impossible Even If You Know The Answer,18063623,477088,39282,1065.0,2022-06-30T12:20:58Z
Science,Veritasium,The Absurd Search For Dark Matter,10798368,286879,15466,992.0,2022-06-02T12:06:02Z
Science,Veritasium,How did they actually take this picture? (Very Long Baseline Interferometry),7631814,228398,10235,1187.0,2022-05-12T14:52:13Z
